,datetime,open,high,low,close,volume
87,2020-01-13 12:00:00,142.8,144.65,142.5,143.58,265819.258
88,2020-01-14 00:00:00,143.57,151.82,143.49,151.58,563501.751
89,2020-01-14 12:00:00,151.57,171.0,150.81,165.77,1606057.663
90,2020-01-15 00:00:00,165.75,172.18,159.35,164.73,840912.948
91,2020-01-15 12:00:00,164.74,169.14,160.77,166.6,551086.331
92,2020-01-16 00:00:00,166.61,167.63,158.43,164.28,380166.116
93,2020-01-16 12:00:00,164.23,166.0,160.37,164.37,404033.358
94,2020-01-17 00:00:00,164.39,174.79,162.27,170.1,525493.686
95,2020-01-17 12:00:00,170.11,173.9,165.23,170.06,421213.662
96,2020-01-18 00:00:00,170.06,174.0,165.08,169.27,271827.484
97,2020-01-18 12:00:00,169.23,179.57,169.02,174.43,547616.873
98,2020-01-19 00:00:00,174.37,178.42,164.33,166.87,451755.066
99,2020-01-19 12:00:00,166.8,167.78,161.81,167.04,290616.753
100,2020-01-20 00:00:00,167.04,167.9,162.53,163.24,155856.551
101,2020-01-20 12:00:00,163.3,169.48,161.5,167.03,234199.318
102,2020-01-21 00:00:00,167.01,168.9,165.73,168.13,126969.539
103,2020-01-21 12:00:00,168.12,170.34,165.02,169.52,224596.46
104,2020-01-22 00:00:00,169.62,171.61,167.09,168.14,182077.389
105,2020-01-22 12:00:00,168.14,169.2,166.12,168.19,152300.785
106,2020-01-23 00:00:00,168.24,168.38,162.59,162.86,243371.448
107,2020-01-23 12:00:00,162.86,164.0,159.41,162.97,237730.772
108,2020-01-24 00:00:00,162.97,163.65,155.72,160.79,229168.502
109,2020-01-24 12:00:00,160.83,164.65,160.13,162.63,243399.922
110,2020-01-25 00:00:00,162.66,162.69,157.8,159.49,141709.891
111,2020-01-25 12:00:00,159.49,163.0,159.0,160.52,141075.664
112,2020-01-26 00:00:00,160.5,163.84,159.5,163.3,142577.123
113,2020-01-26 12:00:00,163.31,168.16,162.88,167.9,183611.74
114,2020-01-27 00:00:00,167.98,169.94,165.28,168.64,193256.06
115,2020-01-27 12:00:00,168.67,172.26,168.3,170.21,224783.732
116,2020-01-28 00:00:00,170.25,174.34,170.22,172.25,226331.878
117,2020-01-28 12:00:00,172.25,176.7,170.47,175.88,298950.581
118,2020-01-29 00:00:00,175.89,178.85,174.53,176.39,244747.284
119,2020-01-29 12:00:00,176.36,177.5,173.3,173.8,156872.321
120,2020-01-30 00:00:00,173.86,177.15,171.07,175.51,206502.6
121,2020-01-30 12:00:00,175.48,187.4,174.8,185.14,447268.008
122,2020-01-31 00:00:00,185.16,186.34,180.63,181.19,315228.091
123,2020-01-31 12:00:00,181.19,182.83,175.5,180.14,357293.958
124,2020-02-01 00:00:00,180.14,184.58,179.41,181.3,277065.639
125,2020-02-01 12:00:00,181.3,184.4,180.04,183.82,249622.38
126,2020-02-02 00:00:00,183.8,192.32,179.0,191.81,504527.188
127,2020-02-02 12:00:00,191.82,193.7,188.22,188.59,402815.61
128,2020-02-03 00:00:00,188.64,195.45,187.32,189.95,399872.114
129,2020-02-03 12:00:00,189.97,192.0,186.65,189.92,252182.424
130,2020-02-04 00:00:00,189.89,191.76,184.71,187.14,338987.94
131,2020-02-04 12:00:00,187.12,189.95,184.91,189.01,275302.439
132,2020-02-05 00:00:00,189.0,198.31,188.26,197.88,380754.817
133,2020-02-05 12:00:00,197.9,208.18,196.01,204.1,522056.798
134,2020-02-06 00:00:00,204.1,212.0,201.28,210.79,503964.443
135,2020-02-06 12:00:00,210.79,216.7,205.29,213.27,751024.874
136,2020-02-07 00:00:00,213.3,225.36,213.3,220.74,636199.192
137,2020-02-07 12:00:00,220.68,224.46,218.13,223.57,417975.544
138,2020-02-08 00:00:00,223.57,227.78,213.35,226.5,677645.733
139,2020-02-08 12:00:00,226.57,228.02,222.05,223.57,412899.375
140,2020-02-09 00:00:00,223.57,230.9,223.5,228.49,518223.71
141,2020-02-09 12:00:00,228.48,229.6,224.5,228.64,450798.077
142,2020-02-10 00:00:00,228.71,229.96,217.32,219.18,706053.585
143,2020-02-10 12:00:00,219.2,225.71,218.2,223.03,469617.439
144,2020-02-11 00:00:00,223.04,223.91,218.64,223.02,403278.72
145,2020-02-11 12:00:00,223.0,239.98,222.26,237.16,791007.728
146,2020-02-12 00:00:00,237.17,259.0,237.17,256.35,916734.557
147,2020-02-12 12:00:00,256.4,277.97,251.71,266.24,1307072.92
148,2020-02-13 00:00:00,266.26,275.68,256.2,263.8,1242107.207
149,2020-02-13 12:00:00,263.8,278.8,262.36,268.48,1144890.813
150,2020-02-14 00:00:00,268.48,273.72,260.53,271.47,682931.332
151,2020-02-14 12:00:00,271.46,287.58,269.33,285.4,764229.843
152,2020-02-15 00:00:00,285.4,289.0,278.07,282.11,643006.336
153,2020-02-15 12:00:00,282.07,284.0,262.41,265.08,1282214.077
154,2020-02-16 00:00:00,265.16,274.3,258.6,266.21,644291.971
155,2020-02-16 12:00:00,266.26,268.7,237.86,258.87,1653199.43
156,2020-02-17 00:00:00,258.87,261.71,242.32,248.68,1122265.93
157,2020-02-17 12:00:00,248.48,268.81,243.81,268.0,1006756.962
158,2020-02-18 00:00:00,267.99,272.0,262.44,267.76,620810.462
159,2020-02-18 12:00:00,267.8,286.48,258.78,282.96,1264313.921
160,2020-02-19 00:00:00,282.96,283.46,274.54,283.03,585342.585
161,2020-02-19 12:00:00,283.02,286.7,250.0,258.43,1092436.112
162,2020-02-20 00:00:00,258.39,264.32,252.54,253.8,606731.469
163,2020-02-20 12:00:00,253.74,262.51,245.91,257.11,1011742.52
164,2020-02-21 00:00:00,257.18,264.19,253.89,262.13,434472.606
165,2020-02-21 12:00:00,262.13,268.5,260.07,265.44,550828.689
166,2020-02-22 00:00:00,265.45,267.16,256.23,262.1,389516.538
167,2020-02-22 12:00:00,262.1,264.84,258.89,261.83,363440.88
168,2020-02-23 00:00:00,261.82,275.23,261.5,268.51,550564.74
169,2020-02-23 12:00:00,268.47,275.84,268.32,274.67,390267.24
170,2020-02-24 00:00:00,274.66,277.26,263.88,272.07,659817.054
171,2020-02-24 12:00:00,272.09,272.87,257.5,265.7,823447.969
172,2020-02-25 00:00:00,265.69,266.4,255.55,262.86,502373.013
173,2020-02-25 12:00:00,262.85,264.92,244.57,247.03,1061528.644
174,2020-02-26 00:00:00,247.03,250.54,235.22,236.09,879795.476
175,2020-02-26 12:00:00,236.1,242.11,215.75,224.1,1849496.326
176,2020-02-27 00:00:00,224.13,231.5,210.01,226.85,1218816.511
177,2020-02-27 12:00:00,226.85,238.58,222.83,227.92,1155722.823
178,2020-02-28 00:00:00,227.93,234.93,217.24,220.77,991520.062
179,2020-02-28 12:00:00,220.81,230.92,214.25,227.09,1035343.124
180,2020-02-29 00:00:00,227.04,233.33,222.21,226.45,667503.784
181,2020-02-29 12:00:00,226.46,226.47,217.14,217.31,641940.466
182,2020-03-01 00:00:00,217.37,226.05,216.27,224.52,746722.076
183,2020-03-01 12:00:00,224.56,228.0,212.33,218.01,1028356.447
184,2020-03-02 00:00:00,218.01,225.81,216.24,224.84,758570.219
185,2020-03-02 12:00:00,224.83,234.5,222.69,232.22,845470.177
186,2020-03-03 00:00:00,232.24,232.3,226.04,231.3,654392.285
187,2020-03-03 12:00:00,231.3,232.67,220.21,224.1,890438.366
188,2020-03-04 00:00:00,224.1,229.0,221.73,223.42,589528.242
189,2020-03-04 12:00:00,223.43,225.5,220.45,224.47,437647.27
190,2020-03-05 00:00:00,224.43,233.4,224.43,232.39,611373.911
191,2020-03-05 12:00:00,232.39,234.26,226.69,228.64,531157.017
192,2020-03-06 00:00:00,228.63,241.6,227.6,240.1,722586.664
193,2020-03-06 12:00:00,240.08,245.38,234.83,244.94,585369.676
194,2020-03-07 00:00:00,244.97,246.1,241.3,243.79,542494.807
195,2020-03-07 12:00:00,243.79,251.8,236.3,237.34,1094563.146
196,2020-03-08 00:00:00,237.36,237.38,227.31,231.68,732642.945
197,2020-03-08 12:00:00,231.68,231.9,195.35,199.54,2417393.847
198,2020-03-09 00:00:00,199.54,208.65,196.18,201.24,1958333.16
199,2020-03-09 12:00:00,201.24,205.29,190.02,203.02,1926872.544
200,2020-03-10 00:00:00,202.95,205.39,197.51,203.34,837407.439
201,2020-03-10 12:00:00,203.34,206.32,195.66,200.95,1170925.917
202,2020-03-11 00:00:00,200.9,203.26,194.79,196.82,606453.983
203,2020-03-11 12:00:00,196.82,198.79,181.88,194.81,1518868.107
204,2020-03-12 00:00:00,194.77,195.81,118.27,136.86,3911144.658
205,2020-03-12 12:00:00,136.85,145.54,95.0,106.71,3205112.059
206,2020-03-13 00:00:00,106.97,323.0,84.23,127.24,4008564.149
207,2020-03-13 12:00:00,127.28,139.66,114.44,134.13,2576207.963
208,2020-03-14 00:00:00,134.1,134.67,125.14,128.74,988330.003
209,2020-03-14 12:00:00,128.73,130.6,121.16,122.55,857145.249
210,2020-03-15 00:00:00,122.56,127.73,120.82,126.21,624613.316
211,2020-03-15 12:00:00,126.21,133.85,120.4,123.89,1177417.09
212,2020-03-16 00:00:00,123.87,124.4,100.11,103.91,1639408.786
213,2020-03-16 12:00:00,103.91,116.18,102.1,111.06,1982689.12
214,2020-03-17 00:00:00,111.04,121.55,109.34,115.97,1136772.332
215,2020-03-17 12:00:00,115.97,119.79,112.38,115.68,916919.017
216,2020-03-18 00:00:00,115.67,118.07,110.1,112.79,709650.811
217,2020-03-18 12:00:00,112.78,118.59,109.78,118.16,873866.653
218,2020-03-19 00:00:00,118.12,125.12,115.5,123.8,663954.694
219,2020-03-19 12:00:00,123.85,143.34,123.7,136.42,1434845.96
220,2020-03-20 00:00:00,136.42,152.68,133.7,145.74,1247948.16
221,2020-03-20 12:00:00,145.76,146.48,116.67,133.52,1880672.796
222,2020-03-21 00:00:00,133.48,137.58,125.58,130.5,1011678.911
223,2020-03-21 12:00:00,130.47,137.58,128.3,132.67,921885.388
224,2020-03-22 00:00:00,132.64,137.2,130.03,130.99,608803.844
225,2020-03-22 12:00:00,131.0,131.0,121.0,122.25,1115556.907
226,2020-03-23 00:00:00,122.27,126.44,119.0,122.81,729393.717
227,2020-03-23 12:00:00,122.81,137.67,122.78,135.96,1221515.526
228,2020-03-24 00:00:00,135.96,143.44,132.41,140.72,940923.807
229,2020-03-24 12:00:00,140.71,140.82,134.09,138.38,804267.025
230,2020-03-25 00:00:00,138.39,142.46,132.36,134.43,831358.058
231,2020-03-25 12:00:00,134.38,137.95,133.24,136.1,616933.736
232,2020-03-26 00:00:00,136.11,138.58,133.9,134.6,490039.392
233,2020-03-26 12:00:00,134.6,139.8,133.18,138.41,579488.973
234,2020-03-27 00:00:00,138.36,141.44,134.51,135.77,543486.899
235,2020-03-27 12:00:00,135.76,137.5,129.16,131.27,480821.081
236,2020-03-28 00:00:00,131.24,131.24,124.52,127.91,654336.774
237,2020-03-28 12:00:00,127.9,132.93,125.13,130.95,681293.556
238,2020-03-29 00:00:00,130.97,131.77,128.04,129.15,338715.488
239,2020-03-29 12:00:00,129.15,129.43,123.74,124.4,509952.477
240,2020-03-30 00:00:00,124.42,134.82,123.93,133.39,620400.332
241,2020-03-30 12:00:00,133.43,135.13,131.05,132.04,567136.401
242,2020-03-31 00:00:00,132.07,134.05,130.33,131.84,445337.872
243,2020-03-31 12:00:00,131.87,135.0,131.0,132.61,451155.506
244,2020-04-01 00:00:00,132.6,133.25,130.87,132.17,382056.361
245,2020-04-01 12:00:00,132.17,137.22,128.27,135.6,761848.834
246,2020-04-02 00:00:00,135.6,138.47,135.0,137.65,468013.894
247,2020-04-02 12:00:00,137.66,149.97,136.14,141.3,1226632.464
248,2020-04-03 00:00:00,141.29,146.78,140.21,146.11,575004.927
249,2020-04-03 12:00:00,146.1,146.5,137.68,141.23,732369.75
250,2020-04-04 00:00:00,141.2,144.05,138.79,140.73,425622.183
251,2020-04-04 12:00:00,140.71,146.14,140.0,144.02,551815.814
252,2020-04-05 00:00:00,143.97,145.52,141.91,142.82,340144.575
253,2020-04-05 12:00:00,142.81,144.13,140.6,142.59,440150.574
254,2020-04-06 00:00:00,142.59,155.48,142.51,154.17,996282.33
255,2020-04-06 12:00:00,154.17,171.99,153.44,171.15,1851172.874
256,2020-04-07 00:00:00,171.15,176.16,167.39,172.3,1672119.697
257,2020-04-07 12:00:00,172.31,174.76,162.13,164.55,1361636.538
258,2020-04-08 00:00:00,164.56,174.59,163.55,168.68,1165128.461
259,2020-04-08 12:00:00,168.68,173.72,166.58,173.19,706393.093
260,2020-04-09 00:00:00,173.18,173.44,166.9,167.89,661367.312
261,2020-04-09 12:00:00,167.89,171.62,164.89,169.46,646450.569
262,2020-04-10 00:00:00,169.48,170.1,155.82,157.77,1228341.196
263,2020-04-10 12:00:00,157.78,160.33,152.0,157.69,1010614.669
264,2020-04-11 00:00:00,157.69,161.25,156.81,158.87,531167.799
265,2020-04-11 12:00:00,158.92,159.28,153.78,158.19,625970.27
266,2020-04-12 00:00:00,158.21,159.36,154.85,157.91,414902.46
267,2020-04-12 12:00:00,157.94,164.9,157.9,158.72,987576.962
268,2020-04-13 00:00:00,158.69,158.69,149.55,155.29,994364.213
269,2020-04-13 12:00:00,155.25,159.08,150.93,156.37,793515.701
270,2020-04-14 00:00:00,156.38,158.98,155.07,156.71,529093.952
271,2020-04-14 12:00:00,156.72,161.83,155.8,158.43,813692.295
272,2020-04-15 00:00:00,158.42,161.32,155.83,157.64,691860.596
273,2020-04-15 12:00:00,157.68,158.0,151.9,152.64,661065.975
274,2020-04-16 00:00:00,152.64,174.47,148.07,170.1,1880585.76
275,2020-04-16 12:00:00,170.12,174.92,167.87,172.27,1192502.941
276,2020-04-17 00:00:00,172.31,173.25,168.21,169.32,757128.17
277,2020-04-17 12:00:00,169.32,174.88,168.5,170.56,584139.606
278,2020-04-18 00:00:00,170.56,174.4,170.28,174.08,493632.732
279,2020-04-18 12:00:00,174.09,189.68,173.21,187.48,1666331.562
280,2020-04-19 00:00:00,187.52,188.3,178.62,182.94,1158147.971
281,2020-04-19 12:00:00,182.95,183.69,176.27,179.97,1168264.563
282,2020-04-20 00:00:00,179.96,186.47,175.5,175.93,1278295.944
283,2020-04-20 12:00:00,175.94,180.75,166.6,170.19,2174355.967
284,2020-04-21 00:00:00,170.19,174.63,167.92,169.16,1099840.097
285,2020-04-21 12:00:00,169.14,173.51,168.79,170.66,1095605.249
286,2020-04-22 00:00:00,170.66,175.88,169.8,175.45,949257.659
287,2020-04-22 12:00:00,175.46,183.98,174.81,182.63,1483743.0
288,2020-04-23 00:00:00,182.63,186.86,178.0,183.59,1365430.271
289,2020-04-23 12:00:00,183.59,194.4,182.44,185.53,1985662.106
290,2020-04-24 00:00:00,185.54,189.77,185.0,186.25,1070920.814
291,2020-04-24 12:00:00,186.25,189.17,184.49,187.65,794507.94
292,2020-04-25 00:00:00,187.67,197.0,185.7,193.68,1281801.358
293,2020-04-25 12:00:00,193.69,198.53,191.42,194.25,1088911.118
294,2020-04-26 00:00:00,194.22,198.19,192.27,196.97,863513.118
295,2020-04-26 12:00:00,196.96,199.99,193.5,197.46,1192827.538
296,2020-04-27 00:00:00,197.46,199.0,193.52,195.89,1124904.533
297,2020-04-27 12:00:00,195.9,197.08,189.51,196.37,1196414.011
298,2020-04-28 00:00:00,196.39,197.25,192.28,196.06,1023311.055
299,2020-04-28 12:00:00,196.04,197.72,194.1,196.31,879956.415
300,2020-04-29 00:00:00,196.34,209.8,196.31,207.59,1677156.33
301,2020-04-29 12:00:00,207.59,219.5,207.51,215.5,2099017.122
302,2020-04-30 00:00:00,215.5,227.5,201.9,211.81,2656784.239
303,2020-04-30 12:00:00,211.83,213.5,202.2,206.22,1714974.952
304,2020-05-01 00:00:00,206.21,217.49,206.12,215.5,925084.248
305,2020-05-01 12:00:00,215.5,215.77,208.27,212.22,977712.665
306,2020-05-02 00:00:00,212.21,213.93,210.55,212.42,594276.191
307,2020-05-02 12:00:00,212.41,215.63,211.67,213.99,652154.677
308,2020-05-03 00:00:00,213.99,219.84,212.45,214.28,846343.011
309,2020-05-03 12:00:00,214.27,214.41,205.0,209.95,841727.212
310,2020-05-04 00:00:00,209.94,210.83,195.1,199.82,1303367.118
311,2020-05-04 12:00:00,199.82,209.1,199.34,206.73,1010237.758
312,2020-05-05 00:00:00,206.69,212.02,201.14,203.59,1107416.194
313,2020-05-05 12:00:00,203.59,206.19,202.46,205.39,707460.05
314,2020-05-06 00:00:00,205.36,211.0,201.94,210.37,958171.184
315,2020-05-06 12:00:00,210.39,211.13,198.04,199.06,910795.122
316,2020-05-07 00:00:00,199.09,208.57,196.14,204.2,846276.364
317,2020-05-07 12:00:00,204.2,215.63,203.75,212.25,1624632.018
318,2020-05-08 00:00:00,212.25,216.95,207.01,211.54,934352.025
319,2020-05-08 12:00:00,211.55,215.26,209.45,211.47,763944.744
320,2020-05-09 00:00:00,211.47,214.81,208.3,210.47,805347.285
321,2020-05-09 12:00:00,210.48,214.4,209.75,210.31,638717.164
322,2020-05-10 00:00:00,210.32,210.36,177.89,189.64,1996907.887
323,2020-05-10 12:00:00,189.65,190.93,180.31,187.52,1059409.595
324,2020-05-11 00:00:00,187.48,191.08,183.77,188.93,743989.314
325,2020-05-11 12:00:00,188.93,193.44,175.5,185.69,1567039.883
326,2020-05-12 00:00:00,185.68,190.96,185.4,190.74,678970.122
327,2020-05-12 12:00:00,190.75,192.31,186.61,189.64,582088.517
328,2020-05-13 00:00:00,189.64,191.4,187.64,190.97,445704.828
329,2020-05-13 12:00:00,190.99,200.95,190.55,199.54,928032.752
330,2020-05-14 00:00:00,199.53,205.95,195.56,202.45,1036694.273
331,2020-05-14 12:00:00,202.44,205.14,196.0,203.13,855856.818
332,2020-05-15 00:00:00,203.1,203.99,196.85,200.9,639088.951
333,2020-05-15 12:00:00,200.9,200.93,191.21,194.71,738708.005
334,2020-05-16 00:00:00,194.72,202.36,193.2,200.15,602548.836
335,2020-05-16 12:00:00,200.15,203.46,197.63,200.39,498448.086
336,2020-05-17 00:00:00,200.4,202.9,199.5,201.24,347897.586
337,2020-05-17 12:00:00,201.23,210.16,201.22,206.93,719470.193
338,2020-05-18 00:00:00,206.9,217.2,206.9,212.16,954257.498
339,2020-05-18 12:00:00,212.16,215.3,208.7,214.83,573236.455
340,2020-05-19 00:00:00,214.83,215.99,209.32,212.85,687885.541
341,2020-05-19 12:00:00,212.88,214.95,210.19,214.7,521744.929
342,2020-05-20 00:00:00,214.69,215.85,211.35,213.0,508622.763
343,2020-05-20 12:00:00,212.99,215.37,206.02,209.96,814187.213
344,2020-05-21 00:00:00,209.99,211.69,204.27,207.73,607476.452
345,2020-05-21 12:00:00,207.74,207.95,191.61,198.68,1204850.581
346,2020-05-22 00:00:00,198.69,204.2,195.95,203.17,686295.569
347,2020-05-22 12:00:00,203.16,209.22,201.1,207.28,729290.723
348,2020-05-23 00:00:00,207.31,211.2,205.24,207.07,613727.53
349,2020-05-23 12:00:00,207.06,208.43,204.47,206.51,479807.956
350,2020-05-24 00:00:00,206.46,210.54,205.72,205.94,570092.728
351,2020-05-24 12:00:00,205.94,207.97,199.24,199.7,964338.436
352,2020-05-25 00:00:00,199.7,204.98,197.72,202.42,585201.18
353,2020-05-25 12:00:00,202.41,205.66,202.02,204.1,407642.747
354,2020-05-26 00:00:00,204.1,205.05,201.52,202.17,459615.902
355,2020-05-26 12:00:00,202.16,202.85,196.68,200.91,593770.293
356,2020-05-27 00:00:00,200.89,207.16,200.69,206.46,499195.496
357,2020-05-27 12:00:00,206.47,208.48,205.02,208.27,450117.12
358,2020-05-28 00:00:00,208.27,209.0,204.55,207.53,370962.603
359,2020-05-28 12:00:00,207.52,220.79,207.25,220.32,931522.843
360,2020-05-29 00:00:00,220.31,225.0,217.6,219.15,885999.66
361,2020-05-29 12:00:00,219.15,222.57,217.0,220.65,526528.645
362,2020-05-30 00:00:00,220.65,238.23,218.77,236.77,1206931.717
363,2020-05-30 12:00:00,236.77,247.85,233.43,243.74,1289559.27
364,2020-05-31 00:00:00,243.73,245.3,235.2,238.9,1065494.993
365,2020-05-31 12:00:00,238.91,240.22,229.54,231.55,999405.492
366,2020-06-01 00:00:00,231.55,242.52,230.61,236.07,876889.327
367,2020-06-01 12:00:00,236.06,252.8,234.72,248.9,1291965.251
368,2020-06-02 00:00:00,248.91,254.48,246.21,252.4,714216.826
369,2020-06-02 12:00:00,252.4,253.18,220.0,237.73,1283294.69
370,2020-06-03 00:00:00,237.74,240.65,233.3,239.69,546153.193
371,2020-06-03 12:00:00,239.7,245.23,237.0,244.52,631683.14
372,2020-06-04 00:00:00,244.52,246.7,235.75,243.02,857422.089
373,2020-06-04 12:00:00,243.06,246.55,239.15,243.28,801144.768
374,2020-06-05 00:00:00,243.29,248.36,241.13,243.3,783389.032
375,2020-06-05 12:00:00,243.31,243.59,238.68,240.13,504231.664
376,2020-06-06 00:00:00,240.12,243.88,237.91,243.45,439373.522
377,2020-06-06 12:00:00,243.45,244.89,239.55,242.05,399246.836
378,2020-06-07 00:00:00,242.06,244.25,238.25,238.92,440405.608
379,2020-06-07 12:00:00,238.92,245.61,234.64,244.66,903568.538
380,2020-06-08 00:00:00,244.67,245.58,242.5,243.9,398229.671
381,2020-06-08 12:00:00,243.91,248.05,241.04,246.65,458807.721
382,2020-06-09 00:00:00,246.64,250.1,237.3,243.53,698003.915
383,2020-06-09 12:00:00,243.53,245.41,240.72,243.98,422309.781
384,2020-06-10 00:00:00,243.98,245.0,242.5,242.71,294345.841
